"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Poblacio_16_64_anys","Pes_atur"
2021,1,1,"Ciutat Vella",1,"el Raval",36330,"14.3"
2021,1,1,"Ciutat Vella",2,"el Barri Gòtic",17931,"8.0"
2021,1,1,"Ciutat Vella",3,"la Barceloneta",11346,"12.7"
2021,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",17817,"11.2"
2021,1,2,"Eixample",5,"el Fort Pienc",22474,"7.5"
2021,1,2,"Eixample",6,"la Sagrada Família",35008,"7.5"
2021,1,2,"Eixample",7,"la Dreta de l'Eixample",29535,"6.4"
2021,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",29495,"6.6"
2021,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample",38490,"7.5"
2021,1,2,"Eixample",10,"Sant Antoni",26125,"8.3"
2021,1,3,"Sants-Montjuïc",11,"el Poble Sec",28752,"10.8"
2021,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",845,"16.4"
2021,1,3,"Sants-Montjuïc",13,"la Marina de Port",20742,"10.7"
2021,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla",6868,"11.4"
2021,1,3,"Sants-Montjuïc",15,"Hostafrancs",11193,"8.3"
2021,1,3,"Sants-Montjuïc",16,"la Bordeta",12732,"8.6"
2021,1,3,"Sants-Montjuïc",17,"Sants - Badal",16538,"6.9"
2021,1,3,"Sants-Montjuïc",18,"Sants",29727,"7.4"
2021,1,4,"Les Corts",19,"les Corts",28434,"7.8"
2021,1,4,"Les Corts",20,"la Maternitat i Sant Ramon",14523,"7.8"
2021,1,4,"Les Corts",21,"Pedralbes",7002,"3.8"
2021,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3095,"4.1"
2021,1,5,"Sarrià-Sant Gervasi",23,"Sarrià",15067,"4.0"
2021,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",10010,"4.9"
